unit,subunit,SciName,PRIMARY_COM_NAME,HebName,IsBreeding,Column1,Column2
Mediterranean-Desert Transition Zone,NA,Galerida cristata,Crested Lark,עפרוני מצויץ,1,,
Mediterranean-Desert Transition Zone,NA,Garrulus glandarius,Eurasian Jay,עורבני שחור-כיפה,1,,
Mediterranean-Desert Transition Zone,NA,Hippolais languida,Upcher's Warbler,שיחנית גדולה,1,,
Mediterranean-Desert Transition Zone,NA,Hippolais olivetorum,Olive-tree Warbler,שיחנית זית,0,,
Mediterranean-Desert Transition Zone,NA,Hirundo rustica,Barn Swallow,סנונית רפתות,0,?,דוגרת נדירה ביישובים באיזור. פרטים בשטחים פתוחים הם סביר להניח חולפים
Mediterranean-Desert Transition Zone,NA,Iduna pallida,Eastern Olivaceous Warbler,שיחנית קטנה,1,,
Mediterranean-Desert Transition Zone,NA,Lanius collurio,Red-backed Shrike,חנקן אדום-גב,0,,
Mediterranean-Desert Transition Zone,NA,Lanius nubicus,Masked Shrike,חנקן נובי,0,?,דוגר לא שכיח וחולף שכיח באיזור
Mediterranean-Desert Transition Zone,NA,Lanius senator,Woodchat Shrike,חנקן אדום-ראש,1,,
Mediterranean-Desert Transition Zone,NA,Luscinia megarhynchos,Common Nightingale,זמיר הירדן,0,,
Mediterranean-Desert Transition Zone,NA,Merops apiaster,European Bee-eater,שרקרק מצוי,1,,
Mediterranean-Desert Transition Zone,NA,Milvus migrans,Black Kite,דיה שחורה,0,,
Mediterranean-Desert Transition Zone,NA,Monticola solitarius,Blue Rock-Thrush,צוקית בודדת,0,?,לריך לראות מהיכן התצפיות. באיזור זה הרבה יותר חולפות מדוגרות
Mediterranean-Desert Transition Zone,NA,Motacilla alba,White Wagtail,נחליאלי לבן,0,,
Mediterranean-Desert Transition Zone,NA,Oenanthe finschii,Finsch's Wheatear,סלעית חורף,0,,
Mediterranean-Desert Transition Zone,NA,Oenanthe hispanica/melanoleuca,Western/Eastern Black-eared Wheatear,סלעית קיץ,1,,
Mediterranean-Desert Transition Zone,NA,Oenanthe isabellina,Isabelline Wheatear,סלעית ערבות,1,?,דוגרת ״כתמית״. סביר שנצפו אוכלוסיות נודדות
Mediterranean-Desert Transition Zone,NA,Onychognathus tristramii,Tristram's Starling,טריסטרמית,1,,
Mediterranean-Desert Transition Zone,NA,Parus major,Great Tit,ירגזי מצוי,1,,
Mediterranean-Desert Transition Zone,NA,Passer domesticus,House Sparrow,דרור הבית,1,,
Mediterranean-Desert Transition Zone,NA,Passer hispaniolensis,Spanish Sparrow,דרור ספרדי,1,,
Mediterranean-Desert Transition Zone,NA,Petronia petronia,Rock Sparrow,בארית הרים,1,,
Mediterranean-Desert Transition Zone,NA,Phoenicurus ochruros,Black Redstart,חכלילית סלעים,0,,
Mediterranean-Desert Transition Zone,NA,Phylloscopus collybita,Common Chiffchaff,עלווית חורף,0,,
Mediterranean-Desert Transition Zone,NA,Prinia gracilis,Graceful Prinia,פשוש,1,,
Mediterranean-Desert Transition Zone,NA,Psittacula krameri,Rose-ringed Parakeet,דררה,1,,
Mediterranean-Desert Transition Zone,NA,Pterocles orientalis,Black-bellied Sandgrouse,קטה גדולה,1,,
Mediterranean-Desert Transition Zone,NA,Ptyonoprogne fuligula,Rock Martin,סנונית מדבר,1,,
Mediterranean-Desert Transition Zone,NA,Pycnonotus xanthopygos,White-spectacled Bulbul,בולבול ממושקף,1,,
Mediterranean-Desert Transition Zone,NA,Rhodospiza obsoleta,Desert Finch,חצוצרן שחור-מקור,1,,
Mediterranean-Desert Transition Zone,NA,Scotocerca inquieta,Scrub Warbler,מדברון,1,,
Mediterranean-Desert Transition Zone,NA,Serinus serinus,European Serin,בזבוז אירופי,1,,
Mediterranean-Desert Transition Zone,NA,Spilopelia senegalensis,Laughing Dove,צוצלת,1,,
Mediterranean-Desert Transition Zone,NA,Streptopelia decaocto,Eurasian Collared-Dove,תור צווארון,1,,
Mediterranean-Desert Transition Zone,NA,Streptopelia turtur,European Turtle-Dove,תור מצוי,1,,
Mediterranean-Desert Transition Zone,NA,Turdus merula,Eurasian Blackbird,שחרור,1,,
Mediterranean-Desert Transition Zone,NA,Upupa epops,Eurasian Hoopoe,דוכיפת,1,,
Mediterranean-Desert Transition Zone,NA,Vanellus spinosus,Spur-winged Lapwing,סיקסק,1,,
Negev Highlands,NA,Accipiter nisus,Eurasian Sparrowhawk,נץ מצוי,1,,
Negev Highlands,NA,Acridotheres tristis,Common Myna,מיינה מצויה,1,,
Negev Highlands,NA,Alaudala rufescens/heinei,Mediterranean/Turkestan Short-toed Lark,עפרונן גמדי,1,,
Negev Highlands,NA,Alectoris chukar,Chukar,חוגלת סלעים,1,,
Negev Highlands,NA,Ammomanes cinctura,Bar-tailed Lark,עפרוני חכלילי,1,,
Negev Highlands,NA,Ammomanes deserti,Desert Lark,עפרוני מדבר,1,,
Negev Highlands,NA,Ammoperdix heyi,Sand Partridge,קורא מדברי,1,,
Negev Highlands,NA,Anas platyrhynchos,Mallard,ברכיה,1,?,
Negev Highlands,NA,Anthus campestris,Tawny Pipit,פפיון צהוב,0,,
Negev Highlands,NA,Apus apus,Common Swift,סיס חומות,0,,
Negev Highlands,NA,Apus melba,Alpine Swift,סיס הרים,0,?,דוגר במצוקים. סביר שנצפו פרטים חולפים
Negev Highlands,NA,Apus pallidus,Pallid Swift,סיס חוורוור,1,,
Negev Highlands,NA,Argya squamiceps,Arabian Babbler,זנבן ערבי,1,,
Negev Highlands,NA,Athene noctua,Little Owl,כוס החורבות,1,,
Negev Highlands,NA,Bubulcus ibis,Cattle Egret,אנפית בקר,1,,
Negev Highlands,NA,Bucanetes githagineus,Trumpeter Finch,חצוצרן מדבר,1,,
Negev Highlands,NA,Burhinus oedicnemus,Eurasian Thick-knee,כרוון מצוי,1,,
Negev Highlands,NA,Buteo buteo,Common Buzzard,עקב חורף,0,,
Negev Highlands,NA,Buteo rufinus,Long-legged Buzzard,עקב עיטי,1,,
Negev Highlands,NA,Calandrella brachydactyla,Greater Short-toed Lark,עפרונן קצר-אצבעות,1,,
Negev Highlands,NA,Carpospiza brachydactyla,Pale Rockfinch,דרורית קצרת-אצבעות,1,,
Negev Highlands,NA,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,חמריה חלודת-זנב,1,,
Negev Highlands,NA,Chlamydotis macqueenii,Macqueen's Bustard,חוברה מדברית,1,,
Negev Highlands,NA,Chloris chloris,European Greenfinch,ירקון,1,,
Negev Highlands,NA,Cinnyris osea,Palestine Sunbird,צופית בוהקת,1,,
Negev Highlands,NA,Clanga pomarina,Lesser Spotted Eagle,עיט חורש,0,,
Negev Highlands,NA,Columba livia,Rock Pigeon,יונת סלעים,1,,
Negev Highlands,NA,Corvus cornix,Hooded Crow,עורב אפור,1,,
Negev Highlands,NA,Corvus ruficollis,Brown-necked Raven,עורב חום-עורף,1,,
Negev Highlands,NA,Coturnix coturnix,Common Quail,שליו נודד,0,,
Negev Highlands,NA,Curruca conspicillata,Spectacled Warbler,סבכי ערבות,1,,
Negev Highlands,NA,Curruca crassirostris,Eastern Orphean Warbler,סבכי חורש,0,,
Negev Highlands,NA,Curruca curruca,Lesser Whitethroat,סבכי טוחנים,0,,
Negev Highlands,NA,Cursorius cursor,Cream-colored Courser,רץ מדבר,1,,
Negev Highlands,NA,Delichon urbicum,Common House-Martin,טסית בתים,0,,
Negev Highlands,NA,Emberiza caesia,Cretzschmar's Bunting,גיבתון אדום-מקור,0,,
Negev Highlands,NA,Emberiza calandra,Corn Bunting,גיבתון עפרוני,0,?,דוגר לא שכיח וחורף שכיח
Negev Highlands,NA,Emberiza hortulana,Ortolan Bunting,גיבתון גנים,0,,
Negev Highlands,NA,Falco peregrinus pelegrinoides,Peregrine Falcon (Barbary),בז נודד מדברי,1,,
Negev Highlands,NA,Falco tinnunculus,Eurasian Kestrel,בז מצוי,1,,
Negev Highlands,NA,Galerida cristata,Crested Lark,עפרוני מצויץ,1,,
Negev Highlands,NA,Gyps fulvus,Eurasian Griffon,נשר מקראי,1,,
Negev Highlands,NA,Hirundo rustica,Barn Swallow,סנונית רפתות,0,,
Negev Highlands,NA,Iduna pallida,Eastern Olivaceous Warbler,שיחנית קטנה,1,,
Negev Highlands,NA,Lanius excubitor,Great Gray Shrike,חנקן גדול,1,,
Negev Highlands,NA,Lanius nubicus,Masked Shrike,חנקן נובי,0,,
Negev Highlands,NA,Lanius senator,Woodchat Shrike,חנקן אדום-ראש,0,,
Negev Highlands,NA,Linaria cannabina,Eurasian Linnet,תפוחית מצויה,1,,
Negev Highlands,NA,Luscinia megarhynchos,Common Nightingale,זמיר הירדן,0,,
Negev Highlands,NA,Merops apiaster,European Bee-eater,שרקרק מצוי,0,,
Negev Highlands,NA,Merops cyanophrys,Arabian Green Bee-eater,שרקרק גמדי,1,,
Negev Highlands,NA,Motacilla alba,White Wagtail,נחליאלי לבן,0,,
Negev Highlands,NA,Motacilla flava,Western Yellow Wagtail,נחליאלי צהוב,0,,
Negev Highlands,NA,Muscicapa striata,Spotted Flycatcher,חטפית אפורה,0,,
Negev Highlands,NA,Oenanthe hispanica/melanoleuca,Western/Eastern Black-eared Wheatear,סלעית קיץ,0,,
Negev Highlands,NA,Oenanthe isabellina,Isabelline Wheatear,סלעית ערבות,1,,
Negev Highlands,NA,Oenanthe lugens,Mourning Wheatear,סלעית לבנת-כנף,1,,
Negev Highlands,NA,Oenanthe melanura,Blackstart,שחור זנב,1,,
Negev Highlands,NA,Oenanthe oenanthe,Northern Wheatear,סלעית אירופית,0,,
Negev Highlands,NA,Onychognathus tristramii,Tristram's Starling,טריסטרמית,1,,
Negev Highlands,NA,Parus major,Great Tit,ירגזי מצוי,1,,
Negev Highlands,NA,Passer domesticus,House Sparrow,דרור הבית,1,,
Negev Highlands,NA,Passer hispaniolensis,Spanish Sparrow,דרור ספרדי,1,,
Negev Highlands,NA,Phylloscopus collybita,Common Chiffchaff,עלווית חורף,0,,
Negev Highlands,NA,Phylloscopus orientalis,Eastern Bonelli's Warbler,עלווית לבנת-בטן,0,,
Negev Highlands,NA,Prinia gracilis,Graceful Prinia,פשוש,1,,
Negev Highlands,NA,Pterocles alchata,Pin-tailed Sandgrouse,קטה חדת-זנב,1,,
Negev Highlands,NA,Pterocles coronatus,Crowned Sandgrouse,קטת כתר,1,,
Negev Highlands,NA,Pterocles orientalis,Black-bellied Sandgrouse,קטה גדולה,1,,
Negev Highlands,NA,Pterocles senegallus,Spotted Sandgrouse,קטה סנגלית,1,,
Negev Highlands,NA,Ptyonoprogne fuligula,Rock Martin,סנונית מדבר,1,,
Negev Highlands,NA,Ptyonoprogne rupestris,Eurasian Crag-Martin,סנונית סלעים,0,,
Negev Highlands,NA,Pycnonotus xanthopygos,White-spectacled Bulbul,בולבול ממושקף,1,,
Negev Highlands,NA,Rhodospiza obsoleta,Desert Finch,חצוצרן שחור-מקור,1,,
Negev Highlands,NA,Scotocerca inquieta,Scrub Warbler,מדברון,1,,
Negev Highlands,NA,Spilopelia senegalensis,Laughing Dove,צוצלת,1,,
Negev Highlands,NA,Streptopelia decaocto,Eurasian Collared-Dove,תור צווארון,1,,
Negev Highlands,NA,Streptopelia turtur,European Turtle-Dove,תור מצוי,1,,
Negev Highlands,NA,Upupa epops,Eurasian Hoopoe,דוכיפת,1,,
Negev Highlands,NA,Vanellus spinosus,Spur-winged Lapwing,סיקסק,1,,
Planted Conifer Forest,Carmel,Accipiter nisus,Eurasian Sparrowhawk,נץ מצוי,1,,
Planted Conifer Forest,Carmel,Alectoris chukar,Chukar,חוגלת סלעים,1,,
Planted Conifer Forest,Carmel,Apus apus,Common Swift,סיס חומות,0,?,דוגר בערים עד קו באר שבע. סביר שנצפו אוכלוסיות נודדות
Planted Conifer Forest,Carmel,Bubulcus ibis,Cattle Egret,אנפית בקר,1,,
Planted Conifer Forest,Carmel,Burhinus oedicnemus,Eurasian Thick-knee,כרוון מצוי,1,,
Planted Conifer Forest,Carmel,Buteo buteo,Common Buzzard,עקב חורף,0,,
Planted Conifer Forest,Carmel,Buteo rufinus,Long-legged Buzzard,עקב עיטי,1,,
Planted Conifer Forest,Carmel,Carduelis carduelis,European Goldfinch,חוחית,1,,
Planted Conifer Forest,Carmel,Cecropis daurica,Red-rumped Swallow,סנונית מערות,1,,
Planted Conifer Forest,Carmel,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,חמריה חלודת-זנב,1,,
Planted Conifer Forest,Carmel,Cettia cetti,Cetti's Warbler,צטיה חלודית,1,,
Planted Conifer Forest,Carmel,Chloris chloris,European Greenfinch,ירקון,1,,
Planted Conifer Forest,Carmel,Cinnyris osea,Palestine Sunbird,צופית בוהקת,1,,
Planted Conifer Forest,Carmel,Circaetus gallicus,Short-toed Snake-Eagle,חיוויאי הנחשים,1,,
Planted Conifer Forest,Carmel,Clamator glandarius,Great Spotted Cuckoo,קוקיה מצויצת,1,,
Planted Conifer Forest,Carmel,Columba livia,Rock Pigeon,יונת סלעים,1,,
Planted Conifer Forest,Carmel,Corvus cornix,Hooded Crow,עורב אפור,1,,
Planted Conifer Forest,Carmel,Corvus monedula,Eurasian Jackdaw,קאק,1,,
Planted Conifer Forest,Carmel,Cuculus canorus,Common Cuckoo,קוקיה אירופית,0,,
Planted Conifer Forest,Carmel,Curruca curruca,Lesser Whitethroat,סבכי טוחנים,1,,
Planted Conifer Forest,Carmel,Curruca melanocephala,Sardinian Warbler,סבכי שחור-ראש,1,,
Planted Conifer Forest,Carmel,Dendrocopos syriacus,Syrian Woodpecker,נקר סורי,1,,
Planted Conifer Forest,Carmel,Falco subbuteo,Eurasian Hobby,בז עצים,1,,
Planted Conifer Forest,Carmel,Falco tinnunculus,Eurasian Kestrel,בז מצוי,1,,
Planted Conifer Forest,Carmel,Garrulus glandarius,Eurasian Jay,עורבני שחור-כיפה,1,,
Planted Conifer Forest,Carmel,Halcyon smyrnensis,White-throated Kingfisher,שלדג לבן חזה,1,,
Planted Conifer Forest,Carmel,Hirundo rustica,Barn Swallow,סנונית רפתות,1,,
Planted Conifer Forest,Carmel,Iduna pallida,Eastern Olivaceous Warbler,שיחנית קטנה,1,,
Planted Conifer Forest,Carmel,Lanius nubicus,Masked Shrike,חנקן נובי,1,,
Planted Conifer Forest,Carmel,Luscinia megarhynchos,Common Nightingale,זמיר הירדן,0,,
Planted Conifer Forest,Carmel,Merops apiaster,European Bee-eater,שרקרק מצוי,1,,
Planted Conifer Forest,Carmel,Muscicapa striata,Spotted Flycatcher,חטפית אפורה,1,,
Planted Conifer Forest,Carmel,Parus major,Great Tit,ירגזי מצוי,1,,
Planted Conifer Forest,Carmel,Prinia gracilis,Graceful Prinia,פשוש,1,,
Planted Conifer Forest,Carmel,Psittacula krameri,Rose-ringed Parakeet,דררה,1,,
Planted Conifer Forest,Carmel,Pycnonotus xanthopygos,White-spectacled Bulbul,בולבול ממושקף,1,,
Planted Conifer Forest,Carmel,Streptopelia decaocto,Eurasian Collared-Dove,תור צווארון,1,,
Planted Conifer Forest,Carmel,Streptopelia turtur,European Turtle-Dove,תור מצוי,1,,
Planted Conifer Forest,Carmel,Troglodytes troglodytes,Eurasian Wren,גדרון מובהק,1,,
Planted Conifer Forest,Carmel,Turdus merula,Eurasian Blackbird,שחרור,1,,
Planted Conifer Forest,Carmel,Upupa epops,Eurasian Hoopoe,דוכיפת,1,,
Planted Conifer Forest,Galilee,Accipiter nisus,Eurasian Sparrowhawk,נץ מצוי,1,,
Planted Conifer Forest,Galilee,Alectoris chukar,Chukar,חוגלת סלעים,1,,
Planted Conifer Forest,Galilee,Apus apus,Common Swift,סיס חומות,0,?,דוגר בערים עד קו באר שבע. סביר שנצפו אוכלוסיות נודדות
Planted Conifer Forest,Galilee,Bubulcus ibis,Cattle Egret,אנפית בקר,1,,
Planted Conifer Forest,Galilee,Buteo buteo,Common Buzzard,עקב חורף,0,?,עקב חורף ״מזרחי״ דוגר נדיר מאוד בגליל ובגולן
Planted Conifer Forest,Galilee,Carduelis carduelis,European Goldfinch,חוחית,1,,
Planted Conifer Forest,Galilee,Cettia cetti,Cetti's Warbler,צטיה חלודית,1,,
Planted Conifer Forest,Galilee,Chloris chloris,European Greenfinch,ירקון,1,,
Planted Conifer Forest,Galilee,Cinnyris osea,Palestine Sunbird,צופית בוהקת,1,,
Planted Conifer Forest,Galilee,Circaetus gallicus,Short-toed Snake-Eagle,חיוויאי הנחשים,1,,
Planted Conifer Forest,Galilee,Circus aeruginosus,Eurasian Marsh-Harrier,זרון סוף,0,,
Planted Conifer Forest,Galilee,Clamator glandarius,Great Spotted Cuckoo,קוקיה מצויצת,1,,
Planted Conifer Forest,Galilee,Corvus corax,Common Raven,עורב שחור,1,,
Planted Conifer Forest,Galilee,Corvus cornix,Hooded Crow,עורב אפור,1,,
Planted Conifer Forest,Galilee,Curruca crassirostris,Eastern Orphean Warbler,סבכי חורש,1,,
Planted Conifer Forest,Galilee,Curruca curruca,Lesser Whitethroat,סבכי טוחנים,1,,
Planted Conifer Forest,Galilee,Curruca melanocephala,Sardinian Warbler,סבכי שחור-ראש,1,,
Planted Conifer Forest,Galilee,Delichon urbicum,Common House-Martin,טסית בתים,1,,
Planted Conifer Forest,Galilee,Dendrocopos syriacus,Syrian Woodpecker,נקר סורי,1,,
Planted Conifer Forest,Galilee,Emberiza caesia,Cretzschmar's Bunting,גיבתון אדום-מקור,1,,
Planted Conifer Forest,Galilee,Emberiza hortulana,Ortolan Bunting,גיבתון גנים,0,,
Planted Conifer Forest,Galilee,Falco subbuteo,Eurasian Hobby,בז עצים,1,,
Planted Conifer Forest,Galilee,Falco tinnunculus,Eurasian Kestrel,בז מצוי,1,,
Planted Conifer Forest,Galilee,Garrulus glandarius,Eurasian Jay,עורבני שחור-כיפה,1,,
Planted Conifer Forest,Galilee,Hirundo rustica,Barn Swallow,סנונית רפתות,1,,
Planted Conifer Forest,Galilee,Luscinia megarhynchos,Common Nightingale,זמיר הירדן,0,,
Planted Conifer Forest,Galilee,Merops apiaster,European Bee-eater,שרקרק מצוי,1,,
Planted Conifer Forest,Galilee,Milvus migrans,Black Kite,דיה שחורה,0,,
Planted Conifer Forest,Galilee,Muscicapa striata,Spotted Flycatcher,חטפית אפורה,1,,
Planted Conifer Forest,Galilee,Oriolus oriolus,Eurasian Golden Oriole,זהבן מחלל,0,,
Planted Conifer Forest,Galilee,Parus major,Great Tit,ירגזי מצוי,1,,
Planted Conifer Forest,Galilee,Phylloscopus collybita,Common Chiffchaff,עלווית חורף,0,,
Planted Conifer Forest,Galilee,Phylloscopus orientalis,Eastern Bonelli's Warbler,עלווית לבנת-בטן,0,?,דוגרת נדירה בחרמון ואולי גם בגליל. סביר שנצפו פרטים חולפים
Planted Conifer Forest,Galilee,Poecile lugubris,Sombre Tit,ירגזי חרמון,0,,מעריך שזו טעות ברישום. היה רישום לפני שנתיים שגיליתי בוואלידציה וביקשתי לשנות לירגזי מצוי
Planted Conifer Forest,Galilee,Prinia gracilis,Graceful Prinia,פשוש,1,,
Planted Conifer Forest,Galilee,Psittacula krameri,Rose-ringed Parakeet,דררה,1,,
Planted Conifer Forest,Galilee,Pycnonotus xanthopygos,White-spectacled Bulbul,בולבול ממושקף,1,,
Planted Conifer Forest,Galilee,Spilopelia senegalensis,Laughing Dove,צוצלת,1,,
Planted Conifer Forest,Galilee,Streptopelia decaocto,Eurasian Collared-Dove,תור צווארון,1,,
Planted Conifer Forest,Galilee,Streptopelia turtur,European Turtle-Dove,תור מצוי,1,,
Planted Conifer Forest,Galilee,Strix aluco,Tawny Owl,לילית מצויה,1,,
Planted Conifer Forest,Galilee,Troglodytes troglodytes,Eurasian Wren,גדרון מובהק,1,,
Planted Conifer Forest,Galilee,Turdus merula,Eurasian Blackbird,שחרור,1,,
Planted Conifer Forest,Judean Highlands,Accipiter nisus,Eurasian Sparrowhawk,נץ מצוי,1,,
Planted Conifer Forest,Judean Highlands,Alectoris chukar,Chukar,חוגלת סלעים,1,,
Planted Conifer Forest,Judean Highlands,Apus apus,Common Swift,סיס חומות,0,,
Planted Conifer Forest,Judean Highlands,Carduelis carduelis,European Goldfinch,חוחית,1,,
Planted Conifer Forest,Judean Highlands,Chloris chloris,European Greenfinch,ירקון,1,,
Planted Conifer Forest,Judean Highlands,Cinnyris osea,Palestine Sunbird,צופית בוהקת,1,,
Planted Conifer Forest,Judean Highlands,Circaetus gallicus,Short-toed Snake-Eagle,חיוויאי הנחשים,1,,
Planted Conifer Forest,Judean Highlands,Columba livia,Rock Pigeon,יונת סלעים,1,,
Planted Conifer Forest,Judean Highlands,Coracias garrulus,European Roller,כחל מצוי,1,,
Planted Conifer Forest,Judean Highlands,Corvus cornix,Hooded Crow,עורב אפור,1,,
Planted Conifer Forest,Judean Highlands,Corvus monedula,Eurasian Jackdaw,קאק,1,,
Planted Conifer Forest,Judean Highlands,Curruca curruca,Lesser Whitethroat,סבכי טוחנים,0,?,דוגר נדיר בחורש. חולף נפוץ
Planted Conifer Forest,Judean Highlands,Curruca melanocephala,Sardinian Warbler,סבכי שחור-ראש,1,,
Planted Conifer Forest,Judean Highlands,Dendrocopos syriacus,Syrian Woodpecker,נקר סורי,1,,
Planted Conifer Forest,Judean Highlands,Emberiza hortulana,Ortolan Bunting,גיבתון גנים,0,,
Planted Conifer Forest,Judean Highlands,Falco subbuteo,Eurasian Hobby,בז עצים,1,,
Planted Conifer Forest,Judean Highlands,Falco tinnunculus,Eurasian Kestrel,בז מצוי,1,,
Planted Conifer Forest,Judean Highlands,Galerida cristata,Crested Lark,עפרוני מצויץ,1,,
Planted Conifer Forest,Judean Highlands,Garrulus glandarius,Eurasian Jay,עורבני שחור-כיפה,1,,
Planted Conifer Forest,Judean Highlands,Hirundo rustica,Barn Swallow,סנונית רפתות,1,?,דוגרת בערים ויישובים
Planted Conifer Forest,Judean Highlands,Iduna pallida,Eastern Olivaceous Warbler,שיחנית קטנה,1,,
Planted Conifer Forest,Judean Highlands,Lanius nubicus,Masked Shrike,חנקן נובי,1,,
Planted Conifer Forest,Judean Highlands,Merops apiaster,European Bee-eater,שרקרק מצוי,1,,
Planted Conifer Forest,Judean Highlands,Muscicapa striata,Spotted Flycatcher,חטפית אפורה,1,,
Planted Conifer Forest,Judean Highlands,Parus major,Great Tit,ירגזי מצוי,1,,
Planted Conifer Forest,Judean Highlands,Passer domesticus,House Sparrow,דרור הבית,1,,
Planted Conifer Forest,Judean Highlands,Passer hispaniolensis,Spanish Sparrow,דרור ספרדי,1,,
Planted Conifer Forest,Judean Highlands,Phylloscopus collybita,Common Chiffchaff,עלווית חורף,0,,
Planted Conifer Forest,Judean Highlands,Phylloscopus orientalis,Eastern Bonelli's Warbler,עלווית לבנת-בטן,0,,
Planted Conifer Forest,Judean Highlands,Prinia gracilis,Graceful Prinia,פשוש,1,,
Planted Conifer Forest,Judean Highlands,Psittacula krameri,Rose-ringed Parakeet,דררה,1,,
Planted Conifer Forest,Judean Highlands,Pycnonotus xanthopygos,White-spectacled Bulbul,בולבול ממושקף,1,,
Planted Conifer Forest,Judean Highlands,Serinus serinus,European Serin,בזבוז אירופי,1,,
Planted Conifer Forest,Judean Highlands,Streptopelia decaocto,Eurasian Collared-Dove,תור צווארון,1,,
Planted Conifer Forest,Judean Highlands,Streptopelia turtur,European Turtle-Dove,תור מצוי,1,,
Planted Conifer Forest,Judean Highlands,Troglodytes troglodytes,Eurasian Wren,גדרון מובהק,1,,
Planted Conifer Forest,Judean Highlands,Turdus merula,Eurasian Blackbird,שחרור,1,,
